name_game,meta_score,user_score,platform,description
Rising Storm,82.0,84.0,['pc'],"Rising Storm is the next game in the Red Orchestra franchise. You know the gameplay, features and realistic audio and graphics of RO2 - Rising Storm will take this to the Pacific Theater, adding even more features, new levels, new weapons and new factions. The game allows the player to fight across iconic locations from the famous island-hopping campaigns in the Pacific from 1942 to 1945, as the US Army and Marine Corps fight it out with the Imperial Japanese army and Special Naval Landing Forces. Players experience beach assaults, jungle fighting, close quarters night fighting and more across Guadalcanal, Iwo Jima and Saipan, among other iconic battles. The player is able to take the part of either side – American or Japanese – battling it out online in multiplayer on up to 64-player servers. Rising Storm also introduces an entirely new type of gameplay to the franchise - asymmetrical warfare. The American’s have the apparent advantage in firepower with their fast firing semi-automatic rifles, fully automatic weapons, and devastating flamethrower. The Japanese balance this out with gameplay elements that model their raw courage, ferocity, and cunning use of equipment. Their knee mortars allow them to rain indirect fire down on their enemies from anywhere in the map. Grenades can be planted and turned into booby-traps for unwary GIs. The Japanese put very high store on close-quarter combat, with a bayonet on almost every weapon – even machine guns and SMGs. Their banzai charge suppresses the enemy making it difficult for them to return fire and gives them an opportunity to close in to use bayonets and katanas on their opponents."
Ninja Five-O,82.0,83.0,['game-boy-advance'],"Take on the roll of Ninja Five-0 as he uses all his skill, stealth and magic to rescue hostages and defeat his enemies. Master the art of ninja swords, shuriken throwing stars and ancient ninjitsu magic!"
Loop Hero,82.0,82.0,['pc'],"The Lich has thrown the world into a timeless loop and plunged its inhabitants into never ending chaos. Wield an expanding deck of mystical cards to place enemies, buildings, and terrain along each unique expedition loop for the brave hero."
Botanicula,82.0,83.0,['pc'],Botanicula is point'n'click exploration game created by Jara Plachy and Amanita Design.
"Nine Hours, Nine Persons, Nine Doors",82.0,88.0,['ds'],"In this game, you must help Junpei reclaim his memories and play a game of life or death known as the Nonary Game."
Gnosia,82.0,85.0,['switch'],"The Gnosia lie. Pretending to be human, they’ll get in close, trick and deceive, and then eliminate one victim at a time... The crew of a drifting spaceship, facing off against a mysterious and deadly threat known as the “Gnosia” and having no idea who among them is really the enemy, formulate a desperate plan for survival. The most suspicious among them will be put into “cold sleep” one by one, in an effort to rid the ship of Gnosia.

Gnosia is a Sci-Fi Social Deduction RPG in which you will engage in discussion with a variety of unique characters, with the aim of identifying the Gnosia among the group. Players will have to use what information they can gather during the discussions to ascertain whom they think is Gnosia and then vote to put them into cold sleep. As you progress, your abilities will improve - but so will those of the crew.
As the numbers of crew members, Gnosia, and various “roles” increase, it will become increasingly difficult to determine who is telling the truth. Work in collaboration with or against other crew members to ensure your survival until the end.

・Repeatedly play through “loops”, triggering special events to unravel mysteries in a uniquely original narrative. Certain events will unlock new commands for you to use during discussions.

・Step into a variety of roles to develop different character builds. Your stats will determine how effectively you can sway the group’s opinion or lie, and will also affect your likelihood of being selected for cold sleep.

・Engage with an engrossing and eclectic cast of characters and experience randomly triggered events, each one unique to its subject. Character events will reveal information about your crewmates in the form of special “Notes”."
College Hoops 2K7,82.0,82.0,['xbox-360'],"With over 325 NCAA Division I schools, College Hoops 2K7 defines the college basketball experience. True College Atmosphere - The most immersive college game yet, College Hoops 2K7 puts the fans in the game and makes them a part of the team. No ""I"" in Team - Revamped defensive AI and defensive controls means that better teams come up with the big stops. Leadership Matters - Team chemistry becomes an important factor in the game as teams with strong leadership tend to get the big upsets come tournament time. Improved Legacy Mode - Legacy mode gets a complete upgrade in College Hoops 2K7, with improvements in everything from a new simulation engine and recruiting tools to bracketology, NCAA record books and new broadcast shows like College Hoops Tonight. More Customization - Make your own schools with customized uniforms and uniquely designed arenas. With an even more robust player creation system, you can bring your own NCAA team to life like never before. [2K Sports]"
Catherine,82.0,81.0,['xbox-360'],Catherine is an action adventure game from Atlus.
The Lord of the Rings: The Battle for Middle-Earth,82.0,86.0,['pc'],"The Lord of the Rings, The Battle for Middle-earth is an unprecedented real-time strategy game that delivers the epic scope and depth of J.R.R. Tolkien's amazing world. You are in complete control of the epic battles as depicted in all three installments of the blockbuster The Lord of the Rings movie trilogy. From waging all-out combat among Middle-earth’s vast armies to controlling your favorite heroes while managing the resources of your side, the fate of a living, breathing Middle-earth is in your hands. Built upon the acclaimed ""Command & Conquer Generals"" 3D game engine, The Battle for Middle-earth allows you to command the forces of light or darkness in two separate campaigns. You'll have to choose your forces wisely, since each army has its own unique strengths and weaknesses. Complete with all of the epic music, actor voices, and other film assets seamlessly integrated into the game, The Battle for Middle-earth offers a truly memorable entertainment experience. Command the heroes and armies of Middle-earth in over 25 missions based on all three films. Control one of four unique sides, each with its own playing styles, resource management, and base-building techniques. [Electronic Arts]"
Old World,82.0,88.0,['pc'],"Conquer the Old World in this historical, epic strategy game from Soren Johnson, Lead Designer of Civilization IV and Offworld Trading Company. Every year is a turn, and each leader is a mere mortal, so your lasting legacy will be the dynasty you leave behind."
Mortal Kombat Komplete Edition,81.0,87.0,['pc'],"Mortal Kombat Komplete Edition delivers the critically acclaimed game, all previously released downloadable content (DLC), plus digital downloads of the 2011 release of Mortal Kombat: Songs Inspired by the Warriors album with a bonus track, and the 1995 Mortal Kombat film on the PlayStation Store or Xbox Live Zune.  The DLC includes fan-favorite warriors Skarlet, Kenshi and Rain, as well as the infamous dream stalker Freddy Krueger. The game also offers 15 Klassic Skins and three Klassic Fatalities (Scorpion, Sub-Zero and Reptile). Mortal Kombat: Songs Inspired by the Warriors is a collection of electronic music inspired by the game and is executive produced by JFK (of the DJ/ production duo MSTRKRFT and Death From Above 1979)."
Deus Ex: The Conspiracy,81.0,88.0,['playstation-2'],"The future is here, and the world is a dangerous and chaotic place. An ages old conspiracy bent on world domination has decided the time is right to emerge from the shadows and take control. No one believes they exist but you. You play the part of a powerful, nano-technology augmented anti-terrorist agent who must stop the conspirators from achieving their goals. [Eidos Interactive]"
Valkyrie Profile,81.0,89.0,['playstation'],"You must gather the souls of fallen warriors and train them to fight at Odin's side. From the creators of STAR OCEAN The Second Story™, Valkyries Profile sets new standards for role playing games on the PlayStation® game console."
Winds of Change,81.0,85.0,['switch'],"Winds of Change is a 2D Adventure game set in a living, breathing fantasy world. Embark on the journey of a lifetime! Join The Rebellion, amass an army, and liberate the world! Fully voice acted, with romance options, side quests, and optional content! Inspired by Dragon Age and Mass Effect. A huge amount of dialogue choices let you role play exactly as you want! Huge conversational trees! A game-changing 2D adventure project!

STORY:
In the world of Alestia, the sheltered forest village of Valinorth exists largely independent from every other nation, never taking sides in political conflict and remaining non-partisan. Every generation, a special child is born in Valinorth. They house a vast amount of spiritual energy within them, and they use this to commune with the realm of spirits. Harnessing that energy to induce premonitions of the future, Valinorth has remained forever safe, taking care of any threat foreseen by the ""Seer"".

However, the recent threat is too much to handle on their own. Forced to take sides, the Seer is thrust into the larger world of Alestia and taken in by the wings of The Rebellion after an unbelievable vision shakes the very foundation of Valinorth. Taking up arms against the tyrannical rulers of Alestia -- The Triumvirate -- you take on the role of the Seer. Explore the world, form alliances, and build an army. Every step you take will determine the fate of the world, and everyone in it.

The only chance of liberating the world rests in the hands of you, the Seer. The vast amount of spiritual energy within you makes you uniquely capable of wielding a mystical blade: The Blade of Exodus. Capable of manipulating spiritual energy in a remarkable fashion, the fate of the world is in your hands. Explore a large world with an even larger cast of characters. Bond with your comrades, form friendships and relationships, and fight to liberate the world from the clutches of tyranny. The fate of the world rests in your hands, Exodus wielder.

FEATURES:
* In-Depth point and click interface!
* Massive story line set in an incredible fantasy world!*
* Voice acted by a stellar cast!**
* Bond with your comrades!
* Pursue friendships, and even romances!
* Non-linear story flow! Feel free to stop and explore!
* Open world atmosphere. Return to past areas at any time!
* Find hidden objects and books in the environment! Learn about the world!
* Stop and chat with your party members at any times!
* Watch your party members interact with each other in skits!
* View parallel scenes taking place all across the world! Multiple stories at play!
* Experience side quests and optional stories!

ABOUT THE VOICE ACTING:
Winds of Change features a massive voice cast, featuring top talent from the industry!

ADDITIONAL NOTES:
* Trailer will be updated before final launch with a final version.
* This game is a 2D Point and Click adventure game! Dialogue intensive.

* More story will be added with frequent patches as we progress through Early Access.
** More voice acting will be added with frequent patches as we progress through Early Access."
Shadowrun: Dragonfall,81.0,83.0,['pc'],"Experience a New Full-Length Campaign: Return to the “Tech meets Magic” future of Shadowrun in an all-new 12+ hour campaign. Operating out of an offbeat hub neighborhood, you’ll choose which missions to accept and how you’ll approach them while navigating the dark underbelly of “the Flux”."
Pokemon LeafGreen Version,81.0,85.0,['game-boy-advance'],"Pokemon Leaf Green adds more content and features to one of the first Pokemon games ever released. In this version of the classic role-playing game, you can collect all of the monsters from different Pokemon installments, including Ruby, Sapphire, and Colosseum. The game comes with a wireless adapter, which lets you connect with your friends' Game Boy Advances to chat, trade Pokemon, and participate in battles. Other new features include a tutorial mode, a recap system, minigames, and more."
Harvest Moon: Friends of Mineral Town,81.0,87.0,['game-boy-advance'],"It's up to you to successfully build and maintain a farm while befriending the people of the town. In Harvest: Moon: Friends of Mineral Town, you can do anything from planting vegetables and raising different animals to marrying the woman of your dreams and starting a family. The game lets you choose which events, minigames, and adventures to complete. Through the Game Boy Advance link cable, you can connect this game with Harvest Moon: A Wonderful Life to unlock new events and surprises."
Wargame: European Escalation,81.0,81.0,['pc'],"Set in the rarely explored period of 1975-1985, Wargame pits NATO (USA and Western Europe) against the Warsaw Pact (Soviet and Eastern European countries) in battles that explore “what could have been.” The specter of nuclear warfare loomed large over the real Cold War, but this catastrophic outcome was the ultimate last resort as everyone knew that the first one to start nuclear hostilities would end up wiped out just the same. Large, armored offensives through Europe would certainly have been the core of this hypothetical war; and this is what the game’s explosive campaign takes you through!"
The Legend of Zelda: Breath of the Wild - The Champions' Ballad,81.0,85.0,['switch'],"New adventures and challenges have come to the world of Hyrule. Players won't have to wait long for it. Players tackle a never-before-seen dungeon, defeat enemies using the One-Hit Obliterator, and explore new shrines. Upon completing these tasks, Link gain access to a powerful new way to travel: the Master Cycle Zero."
God of War III Remastered,81.0,82.0,['playstation-4'],"Originally developed by SCE Santa Monica Studio for the PS3, God of War 3 has been remastered for the PS4 and gameplay supports 1080p at 60fps. God of War 3 Remastered brings epic battles to life with graphics and an elaborate plot that put Kratos at the center of carnage and destruction as he pursues revenge against the Gods who have betrayed him. Set in the realm of brutal Greek mythology, God of War 3 Remastered is the single-player game that allows players to assume the fearless role of the ex-Spartan warrior, Kratos, as he rises from the darkest depths of Hades to scale the very heights of Mount Olympus to seek his bloody revenge. Armed with double-chained blades and an array of new weapons and magic, Kratos must take on mythology’s deadliest creatures while solving intricate puzzles throughout his merciless quest to destroy Olympus."
The 2D Adventures of Rotating Octopus Character,81.0,81.0,['psp'],"The 2D Adventures of Rotating Octopus Character is a twitchy, fast paced platform game which you control with just two buttons. Rotating Octopus Character can't stop spinning, and he sticks to everything, but he can change direction, and he can jump. So, armed with those two moves - Reverse, and Jump - you're tasked with helping ROC to collect all the baby octopi who have been so unfortunately scattered all over the world. The videogame world is full of hazards for a spinning octopus, too, so it's not just a case of jump-and-grab. Timing is everything to avoid sending ROC hurtling to his doom."
Age of Empires III: The Asian Dynasties,81.0,83.0,['pc'],"Age of Empires III: The Asian Dynasties is the second expansion pack for Age of Empires III. Engaging gamers of all ages and types in epic warfare in the Eastern world, Age of Empires III: The Asian Dynasties will lead Japanese, Chinese and Indian civilizations to expand their empires. Playable Asian civilizations. Lead one of three unique Asian civilizations — Japan, China and India — to expand their empires and fight for control in the Eastern world. Each Asian civilization, led by powerful leaders, will have unique groups, armies and wonders, as well as buildings that reflect the culture’s architectural style. New gameplay elements. Extending upon the innovative gameplay of Age of Empires III, Age of Empires: The Asian Dynasties will introduce new ways of winning and trading, random map styles that feature remixes of classic Age of Empires game styles, and 15 new Asian Wonders. Returning to the historical, civilization-based single-player campaigns, Age of Empires III: The Asian Dynasties will offer gamers who enjoy the solo experience a chance to engage in strategic combat with Japan, China or India through several engrossing scenarios. [Microsoft]"
MLB 2006,81.0,86.0,['playstation-2'],"To enhance gameplay and provide gamers with an authentic yet unique simulation, MLB 2006 has integrated new features, including the all-new Branch Point Technology (BPT), which provides seamless fielding transitions, smooth base running, and fluid transitions while in a run or a slide. Additionally, MLB 2006 incorporates new fielding and pitching interfaces to challenge the skill levels of all baseball videogame fans. A brand new Fielding Zone Marker brings the player's attributes together with the user's skill level, so gamers will truly have to make the play, while the new Pitcher Confidence feature binds player rating attributes with a gamer's skill level in order to determine a users ability to hit spots in the strike zone. A new Franchise Mode includes an all-new Player Morale System that tracks player morale on every level and applies it to the player's day-to-day performance, and the new Career Mode lets gamers play from the player's perspective and control their own destiny from the start to the finish of their career, based on their on-field performance. [SCEA]"
"Codename: Panzers, Phase One",81.0,86.0,['pc'],"No, this can't be! Initial outpost reports showed only armored infantry, but some serious hardware is headed this way! How could two 70-ton German Königstiger battle tanks simply be overlooked?! Well, no time to lay blame, just aim the bazooka and bring up the tanks from the rear. Only a direct hit can destroy them. ? Codename: Panzers thrusts you into the high-powered battles of World War II. Whether played in towns with bullet-riddled buildings, bleak mountain landscapes, or treacherous swamps, Codename: Panzers offers real-time combat rampages with awesome 3D graphics. Create your combat force from over 100 finely detailed units, from a flame-throwing squad to a Soviet Stalin organ rocket launcher to a German Königstiger battle tank. Be the commander - demolish the enemy with clever tactical maneuvers. Experience the nerve-jangling thrill of strategic gaming - in Codename: Panzers! [CDV]"
Affordable Space Adventures,81.0,81.0,['wii-u'],"Affordable Space Adventures is a 2.5D side scrolling spaceship simulator. You are using the GamePad as a Heads Down Display - spaceship cockpit, and you have to configure all the systems in order to fly around undetected on an alien planet. You can either pilot the Small Craft TM solo, or fly as a crew of 2 to 3 players, requiring a lot of communication between the players."
Dragon Quest VII: Fragments of the Forgotten Past,81.0,82.0,['3ds'],"You plan to become a humble fisherman of peaceful Estard Island, the only land in a world of ocean. But when you discover the artifacts from an ancient land, you tear the fabric of time and unveil the world that once was. Transported to past lands, you must solve their mysteries and break the spell of annihilation. Prepare for your destiny!"
Divine Divinity,81.0,84.0,['pc'],"Set in a new fantasy universe, Divine Divinity takes the player on a fantastic quest in a land torn apart by corruption and dark magic. Throughout his journeys the player will get the chance to develop his character as one of six character types, and meet a variety of people and fantastical beings. By combining the best features of the RPG genre, and introducing a lot of new features, Divine Divinity will appeal to both hard-core and new RPG players. [Larian Studios]"
Mega Man Battle Network 2,81.0,86.0,['game-boy-advance'],"Enter the futuristic universe of Mega Man.EXE in this new adventure in the Battle Network series. Join him in his battle to fight cyber crimes in this mega role playing adventure. Now, there's a new net crime organization in town and its computer hacking has created a virus that's quickly gaining momentum. It's up to Mega Man.EXE, his pal Lan and friends to join the Net-Battlers and win this new cyber battle. Stop it before it spreads!"
Breath of Fire II,81.0,83.0,['game-boy-advance'],"One of the most popular RPGs of all time continues in this epic quest. Enter the magical life of a hero Ryu, a dragon morphing warrior, as he embarks on a vast adventure in search of his missing father and little sister. Eight mysterious characters will join you along the way to help you find and master the hidden secrets of the amazing lands you will explore. Discover the right combinations of magical spells, strength, wisdom, guts, and luck to determine your fate as you master the world of dragons, demons, and mystery."
13 Sentinels: Aegis Rim,85.0,91.0,['playstation-4'],"A departure from the studio's traditional fantasy style, the game takes place in a modern setting punctuated with giant mechs. Although the world may be bleak, Vanillaware's signature artistic shine and gorgeous aesthetics will bring the characters and story of 13 Sentinels to life."
A Plague Tale: Innocence,81.67,85.0,"['xbox-one', 'playstation-4', 'pc']","A Plague Tale: Innocence offers an adventure supported by an original scenario, with gameplay that blends action, adventure and stealth phases. Follow our protagonists Amicia and her little brother Hugo, both orphans and on the run from the terrifying Inquisition. Our young heroes will also need to survive against an even greater danger: supernatural swarms of rats that appeared with the great plague infecting across cities and countryside. [Focus Home Interactive]"
AI: The Somnium Files,83.0,87.5,"['switch', 'playstation-4']","One rainy night in November, a woman's body is found
at an abandoned theme park, mounted on a
merry-go-round horse. She had been stabbed
repeatedly, and her left eye was gouged out.

Kaname Date of the Metropolitan Police Department
arrives on the scene. He recognizes the woman.
Suddenly, a crash rings out through the rain...

AI: THE SOMNIUM FILES chronicles an investigation
through both dreams and reality.
A thrilling neo-noir detective adventure following
Date and his partner is about to unfold."
Age of Mythology,89.0,89.0,['pc'],"Age of Mythology transports players to a time when heroes did battle with monsters of legend and the gods intervened in the affairs of mortal men. Players wage war using human armies and diplomacy, progress through development ages, enhance military and economic performance with improvements, and manage economics through resource gathering and trade. Mythology enters the mix when players call upon the gods to act on their behalf or reinforce their armies with more than 20 mythological creatures. Ensemble Studios' new 3D engine adds a deep richness of graphical detail and creates a unique new title based on the ancient cultural history of the Greek, Norse, and Egyptian cultures, which are divided into nine detailed civilizations. [Microsoft]"
Aggressive Inline,86.5,83.0,"['gamecube', 'playstation-2']","Aggressive Inline pushes your inline skating skills to the limit with a new Juice Meter, challenging objectives, and expansive levels. You can choose from an array of professional inline skaters--including Jaren Grob, Chris Edwards, and Shane Yost--and showcase your talent in various interactive skate parks. Perform a variety of manuals, grinds, big-air tricks, wall flips, hand plants, and more, to build up your Juice Meter and avoid elimination. Aggressive Inline also includes a Park Editor that lets you design your own skate park, complete with rails, ramps, and pipes."
Alan Wake,83.0,81.0,"['pc', 'xbox-360']","Alan Wake is a psychological action thriller, a unique new take in the world of gaming. The game is set in an idyllic all-American small town and its surroundings in the state of Washington. Alan Wake, the game's protagonist, is a bestselling horror writer, who writes a novel about his darkest nightmares. In the game, those nightmares come true. As with Remedy's previous games, story and atmosphere are fundamental elements. The game features a massive, open world for the players to explore. The game design is mission based with the player as the driving force behing the action, and as with their previous games, Remedy again focuses completely on delivering the best possible single player experience. The use of light is a significant gameplay element. Remedy has developed proprietary new technology to support the gameplay of the title and to push the high definition visuals to the next level. [Remedy]"
American McGee's Alice,85.0,81.0,['pc'],"When Alice answers a summons to return to Wonderland, she barely recognizes the place. From the fungal rot of the Mushroom Forest to the chemistry of the Mad Hatter's Domain, Wonderland festers to its core. Undaunted by the diseased ambiance and mortal danger that surround her, Alice must undo the chaos.  [Electronic Arts]"
Animal Crossing: New Leaf,88.0,87.0,['3ds'],"There are no points or levels, just a myriad of sights and sounds, places and activities...all ready to explore. Spend your time passing new ordinances—or going fishing. Hang out at a coffee shop or visit a tropical island. It's up to you. Your game is what you make of it—and personalizing your world is part of the fun. Create cool patterns for clothing or furniture, build new structures in your town, design gardens and museum displays, and so much more. Time passes in the world of Animal Crossing just as it does in real life. Celebrate holidays and see the seasons change. Meet new visitors or get gifts from your neighbors."
Assassin's Creed II,89.0,83.0,"['playstation-3', 'xbox-360', 'pc']","Assassin's Creed II is the product of over two years of intensive development by the original creative team behind the Assassin's Creed brand. In a vast open world environment, the game invites players to incarnate Ezio, a privileged young noble in Renaissance Italy who's been betrayed by the rival ruling families of Italy. Ezio's subsequent quest for vengeance plunges players into an epic story that offers more variety in missions, surprising and engaging new gameplay elements, diverse weapons and a profound character progression that appeal to fans of the original Assassin's Creed as well as entice players new to the brand. [Ubisoft]"
Assassin's Creed: Brotherhood,89.5,83.5,"['playstation-3', 'xbox-360']","The critically acclaimed single-player experience of Assassin's Creed is back and better than ever as Ezio returns in an epic struggle against the powerful Templar Order. Now a legendary Master Assassin, he must journey into Italy's greatest city, Rome, center of power, greed and corruption to strike at the heart of the enemy. Defeating the corrupt tyrants entrenched there will require not only strength, but leadership, as Ezio commands an entire Brotherhood that will rally to his side. Only by working together can the Assassins defeat their mortal enemies."
Assault Android Cactus+,86.0,84.0,['switch'],"Experience an arcade style twin stick shooter set in a vivid sci fi universe. Junior Constable Cactus is outside her pay grade when she responds to a distress call and ends up stranded on a crippled space freighter under attack by its own robot workers. With a draining battery mechanic instead of lives, Assault Android Cactus+ challenges you to think fast and shoot faster. Charge head first into an army of refitted robots, transforming stages and massive boss showdowns."
Astro Bot: Rescue Mission,90.0,89.0,['playstation-4'],"Astro Bot Rescue Mission is a platformer, developed exclusively for use with PS VR. Take control of Astro the captain Bot and go on an epic VR rescue mission to save your fellow Bots who are dispersed all over space."
Baldur's Gate II: Throne of Bhaal,88.0,88.0,['pc'],"The final chapter of the wildly popular Baldur's Gate series, technically and add-on pack to ""Shadows of Amn"" but which plays like a true sequel, opens after the conclusion of ""Shadows"" at the outbreak of a major Bhaalspawn war and throws you into a new adventure called the Watcher's Keep."
Banjo-Kazooie,84.5,87.0,"['nintendo-64', 'xbox-360']","Trouble is brewing on Spiral Mountain! Gruntilda the witch, wildly jealous of Tooty the Honey Bear's good looks; is determined to steal them for herself! But even as she whisks the helpless youngster off to her tower, Tooty's big brother Banjo and his loud-mouthed partner Kazooie are hot on the trail to rescue her...Aided by the mystical shaman Mumbo Jumbo, Banjo and Kazooie must tackle gloomy swamps, scorching deserts, towering mountain ranges and spooky haunted houses on their way to the final confrontation at the summit of Gruntilda's Lair."
Bastion,87.33,82.3,"['switch', 'pc', 'xbox-360']","Bastion is an original action role-playing game featuring a reactive narrator who marks your every move, lush hand-painted 2D artwork, and tight responsive gameplay that rewards playing with finesse. The game is designed to be simple to pick up and start playing, while offering a lot of rich choices around character customization as well as a deep story and gameworld you can lose yourself in."
Batman: Arkham Asylum,91.33,87.0,"['xbox-360', 'pc', 'playstation-3']","In Batman: Arkham Asylum, the player assumes the role of Batman as he delivers The Joker to Arkham Asylum. There, the imprisoned super-villains have set a trap and an immersive combat gaming experience unfolds. With an original script penned by Emmy Award-winning Batman writer Paul Dini, the game brings the universe of DC Comics' detective to life with stunning graphics. Batman: Arkham Asylum offers players the chance to battle Gotham's worst villains with Batman's physical and psychological strength in a graphically distinct and story-driven game. [Eidos Interactive]"
Batman: Arkham City,93.67,87.3,"['playstation-3', 'xbox-360', 'pc']","Developed by Rocksteady Studios, Batman: Arkham City builds upon the intense, atmospheric foundation of Batman: Arkham Asylum, sending players soaring into Arkham City, the new maximum security ""home"" for all of Gotham City's thugs, gangsters and insane criminal masterminds. Set inside the heavily fortified walls of a sprawling district in the heart of Gotham City, this highly anticipated sequel introduces a brand-new story that draws together a new all-star cast of classic characters and murderous villains from the Batman universe, as well as a vast range of new and enhanced gameplay features to deliver the ultimate experience as the Dark Knight."
Batman: Arkham City - Armored Edition,85.0,85.0,['wii-u'],"Developed by WB Games Montreal, Batman: Arkham City Armored Edition is the enhanced version of the game created by Rocksteady Studios. The Wii U version delivers the same impactful story and gameplay as the original title, this time with enhanced gameplay mechanics and features made possible with the Wii U and its unique GamePad. Batman: Arkham City is set in the new maximum security “home” for all of Gotham City’s thugs, gangsters and insane criminal masterminds. Featuring an vast Rogues Gallery of Gotham City’s most dangerous criminals including Catwoman, The Joker, The Riddler, Two-Face, Harley Quinn, The Penguin, Mr. Freeze and many others, the game allows players to genuinely experience what it feels like to be The Dark Knight delivering justice on the streets of Gotham City."
Battle Chef Brigade,82.0,83.0,"['playstation-4', 'switch']","Vive la Brigade!

Welcome to Victusia, where the members of the elite Battle Chef Brigade are revered for their ability to skillfully take down monsters and transform their kills into delicious cuisine! But getting in isn't easy; chefs from across Victusia must vie for their spot in a high stakes competition. Follow two contestants, Mina and Thrash, as their journeys through the tournament unfold. In order to become a Brigadier you'll need to hunt monsters with combo-based attacks and prepare your freshly-caught ingredients in puzzle-based cooking challenges to serve up winning dishes to the judges all while the round clock ticks down.

An ""Extra Helping"" of Features
Play as two chefs, brought to life with colorful illustrations and VO, in a charming campaign that's equal parts old school brawler and combo puzzling, with a light sprinkling of RPG progression on top. 
Welcome Ziggy, the Undead Necromancer Chef, now playable in Local Multiplayer, Break the Dishes, Survival, and Free Play. 
If that's not enough for you, test your might against fellow Brigadiers with the addition of Local Multiplayer! Play as Mina, Thrash, and even Ziggy in an epic battle where YOU make all the rules. Who will come out on top?
Extra Modes that test your cooking prowess including: Daily Cook-Off, Restaurant Rush, Break the Dishes, and the BRAND NEW Survival Mode leaderboards where you can show off your culinary creations.
Hone your skills in a BRAND NEW Free Play Mode and find the ultimate cooking combination.
Collect and enjoy the brilliant illustrations of Battle Chef Brigade in the BRAND NEW Art Gallery."
Battlefield: Bad Company 2,88.0,85.5,"['playstation-3', 'xbox-360']","In this installment, the Bad Company crew again find themselves in the heart of the action, where they must use every weapon and vehicle at their disposal to survive. In Battlefield: Bad Company 2, the 'B' company fight their way through snowy mountaintops, dense jungles and dusty villages. With a heavy arsenal of deadly weapons and a slew of vehicles to aid them, the crew set off on their mission and they are ready to blow up, shoot down, blast through, wipe out and utterly destroy anything that gets in their way. Total destruction is the name of the game, delivered as only the DICE next generation Frostbite engine can. [Electronic Arts]"
Bayonetta,87.4,82.0,"['xbox-360', 'pc', 'playstation-3', 'wii-u', 'switch']","Bayonetta is a stylish and cinematic action game directed by creator Hideki Kamiya. A member of an ancient witch clan and possessing powers beyond the comprehension of mere mortals, Bayonetta faces-off against countless ethereal enemies, many reaching epic proportions, in a game of 100% pure, unadulterated all-out action. Outlandish finishing moves are performed with balletic grace as Bayonetta flows from one fight to another. With over-the-top action taking place in stages that are a veritable theme park of exciting attractions, Bayonetta pushes the limits of the action genre, bringing to life its fast-paced, dynamic climax combat. [Sega]"
Bayonetta + Bayonetta 2,90.0,87.0,['switch'],"The Witch is Back. The witching hour strikes again. Brimming with intricate battles that take place in, on and all over epic set pieces, Bayonetta 2 finds our sassy heroine battling angels and demons in unearthly beautiful HD. You're bound to love how it feels to string together combos with unimaginable weapons and to summon demons using Bayonetta's Wicked Weave in this frantic stylized action game. Bayonetta 2 is a Wii U exclusive. Bayonetta comes packed in with the purchase of every retail packaged version of Bayonetta 2.

Features:
-Initiate the new Umbran Climax technique to temporarily summon demons and boost Bayonetta's attack power and range whenever you fill her magic gauge.
-Fight with new over-the-top weapons that open new possibilities to the way you battle, including the Kafka, a bow that shoots poisonous arrows; the Rakshasa, a pair of beautiful katana blades; and a giant rifle-inspired scythe known as the Chernobog.
-Team up with a friend in Tag Climax, a two-player online co-op mode. Enjoy a little friendly competition by trying to deal the most damage as you work together to take down angels and demons.
-In online quick matches, you can wager halos, the in-game currency that you earn by defeating enemies. You receive a large sum back if you can prove you're a better fighter than your partner. Halos can then be traded in a story mode shop to unlock new techniques, buy accessories and pick up alternate weapon variations.
-Every chapter ends with a medal ranking: Stone, Bronze, Silver, Gold, Platinum or Pure Platinum. The more skilled you are, the higher your ranking.
-This game is approachable for players of all levels, with settings of three difficulty levels. Through Touch Play, you can play with the GamePad stylus and touch screen, regardless of which difficulty you choose."
Bayonetta 2,91.5,87.0,"['switch', 'wii-u']","In this climatic sequel to the critically acclaimed Bayonetta action game, players will be on the edge of their seats from start to finish. Brimming with epic, gorgeous cut scenes and battles that are more exhilarating than ever, this game never lets up on the action. Fight on top of a jet as it soars through a downtown city. Duke it out against a giant angel, who bears a whip for an arm, on top of a speeding train. And take to the skies in a fight against a demonic monster while ascending to the top of a skyscraper."
Beat Saber,89.5,83.0,"['pc', 'playstation-4']","Enjoy precisely handcrafted levels and exclusively created electronic dance music, all embedded in an appealing futuristic world. Swing your sabers, match the color and the right direction to slash the cubes, and keep up with the adrenaline-pumping music…"
